"","X","unique_Id","fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","total","year","month","day","dayOfWeek","hour","timeOfDay","dist","to_jfk","to_nkw","to_lag","to_msg","to_ts","to_freedom","to_grand","to_bronx","to_nyc"
"4156",4158,"00000071",5,-73.99069,40.756245,-73.988522,40.765772,5,1.6094379124341,"2012","10",30,"3",12,"Mid-Day",1.07497557436273,44.5112653144309,34.9954481581933,19.9028768643797,2.42553919538621,1.37241039329422,11.4688671482024,2.94114667150315,17014.1704332279,10.7946689818377
"4157",4159,"000000197",14.9,-73.980473,40.688017,-73.98778,40.738547,1,2.70136121295141,"2012","1",12,"5",8,"Morning",5.65233113398448,38.5658396977891,33.0157228455934,24.1080229819143,8.44360939030745,10.165851833216,7.49817578623447,9.00631620036557,17011.2483880144,6.76881526618513
"4158",4160,"0000001",5.7,-73.967707,40.755869,-73.981508,40.741366,2,1.7404661748405,"2012","2",18,"7",23,"Night",1.98803283482636,40.8830154134992,36.182818678358,18.2751647381777,3.67163901024195,3.47627831038292,10.3225996566185,2.18530919147994,17011.1662900989,9.34794952386106
"4159",4161,"0000001",29.3,-73.957448,40.765964,-73.871506,40.77425,1,3.37758751602302,"2012","3",2,"6",16,"Evening",7.29575125461902,37.2606478573666,47.3837492594609,7.74340456789739,14.0826349915968,12.1753402571689,21.3442180661472,11.4417409276791,17002.1337051164,20.2650670343744
"4160",4162,"000000167",12.5,-74.004592,40.730432,-73.968505,40.764997,6,2.52572864430826,"2012","4",12,"5",22,"Night",4.90036722814162,42.6538291780491,34.3088815264178,20.3632694057093,5.06736026918421,5.11948075877879,9.04388946139793,4.93589372035086,17013.1041412885,8.30594987656246
"4161",4163,"00000023",12.1,-73.98869,40.731208,-73.974022,40.778568,1,2.4932054526027,"2010","12",17,"6",2,"Night",5.40918135389238,42.8648519128763,35.9148228674487,19.4477390498355,5.70352016846584,5.47167811209962,10.968158339055,5.46722258208956,17012.5480793601,10.0741276440402
"4162",4164,"000000268",15.3,-74.016223,40.704995,-73.989155,40.774445,1,2.72785282839839,"2011","3",31,"5",22,"Night",8.05217038408213,44.4389583477559,31.7055886318469,24.2452449141654,8.09954587307288,8.30446884727122,8.05229994675179,8.86024882109276,17015.4375088792,8.17229986646991
"4163",4165,"000000170",4.5,-73.97824,40.741602,-73.98802,40.73217,1,1.50407739677627,"2011","10",25,"3",18,"Night",1.33377070649386,40.6078261370636,33.9445779130482,20.6393848181818,3.70352912005308,4.99078198304766,7.41438993796662,3.69524590543191,17012.0802857949,6.39486186571113
"4164",4166,"0000001",5.7,-73.965398,40.762703,-73.961298,40.777621,1,1.7404661748405,"2012","2",16,"5",22,"Night",1.69435752419748,42.4112991656455,39.8723812571586,15.2593870665831,6.77124696152589,4.6022688200739,15.3239285082554,4.56949076817736,17010.215424371,14.4207158821348
"4165",4167,"0000003",10.1,-73.983117,40.755867,-73.98284,40.777048,1,2.31253542384721,"2012","4",21,"7",10,"Mid-Day",2.35533526789646,44.3983029754373,36.5926204584783,18.7096466297746,4.13492157064432,2.40326849043,13.0402332330533,3.35898430483803,17013.3047194649,12.3024718921604
"4166",4168,"0000004",12.5,-73.950445,40.771236,-73.976012,40.762607,1,2.52572864430826,"2013","5",1,"4",9,"Mid-Day",2.35726383590959,41.9432925565063,39.5500629301686,15.276524066661,6.2794200965928,4.09421540804037,14.7773238410676,4.15996496961723,17010.0586426243,13.8680207709034
"4167",4169,"000000133",8.9,-74.005588,40.745818,-73.970953,40.762417,1,2.18605127673809,"2010","5",1,"7",10,"Mid-Day",3.45221832402942,43.5366189942075,34.5243909359305,20.0507739630947,3.45998182390905,3.51112489185665,10.3251276371797,3.71260266364263,17013.6588956137,9.66004362590028
"4168",4170,"000000113",5.7,-74.00369,40.732437,-74.002638,40.722362,1,1.7404661748405,"2010","12",6,"2",17,"Evening",1.12379074001874,42.5222002393591,30.1085596393336,24.621948135577,5.41177982214191,7.65652404906189,3.74827076442802,7.16798164787592,17014.9945501952,3.00880454271598
"4169",4171,"0000001",10,-73.956721,40.767537,-73.952655,40.790788,1,2.30258509299405,"2013","8",6,"3",16,"Evening",2.60796239272169,42.7825828676588,42.1207254370287,13.8321094506608,9.26677471606746,7.0520743500198,17.823404703565,7.09946472458222,17009.1647643406,16.9089785372131
"4170",4172,"00000082",14,-73.994373,40.74344,-74.010912,40.716182,1,2.63905732961526,"2013","9",7,"7",22,"Night",3.33599405428719,42.8070981939736,30.4285085578312,24.3657996927006,4.8806314373256,7.11241418131199,4.21579765632374,6.73116325160101,17015.0103648894,3.85108211830988
"4171",4173,"00000045",5.3,-73.990438,40.728948,-73.97865,40.744887,3,1.66770682055808,"2010","7",2,"6",19,"Night",2.03164768101025,40.8437148616584,33.7401486588485,20.8723559571661,3.79992163468831,5.01091527712058,7.27166435139782,3.7442406256683,17012.3156326688,6.26237943376722
"4172",4174,"0000003",8.1,-74.007998,40.740391,-73.982101,40.740757,2,2.09186406167839,"2011","6",18,"7",1,"Night",2.18218423654833,42.7444042228098,32.3192387375175,22.123854591444,3.10823004571412,4.85387010978133,7.19782785784729,4.32406826990421,17014.2079178301,6.51511013406467
"4173",4175,"00000031",6.5,-73.995872,40.73088,-74.006052,40.723272,1,1.87180217690159,"2014","11",8,"7",8,"Morning",1.20479993457028,42.1631279127305,30.4306645722754,24.3092991300499,5.40135568475045,7.58226049945138,3.83238978898054,6.96795433923001,17014.6165903872,3.07181081567865
"4174",4176,"00000080",6.5,-73.95402,40.77887,-73.96269,40.76981,2,1.87180217690159,"2014","12",6,"7",14,"Evening",1.24415049438478,42.4299991137633,41.0251862808797,14.2756147425436,7.93884062689556,5.67602325601135,16.5508784675036,5.76534788451779,17009.5667412056,15.6392551003487
"4175",4177,"0000009",26.1,-73.885141,40.772833,-73.988813,40.722401,1,3.26193531432865,"2010","10",8,"6",18,"Night",10.3787748726009,37.1105493215001,42.1571644841163,12.7008864732519,12.5982575828673,12.6301914701392,15.0430090494706,11.5783433382216,17004.9039058184,13.8613285044061
"4176",4178,"0000001",7.7,-73.949411,40.77685,-73.976299,40.785867,1,2.04122032885964,"2010","2",19,"6",18,"Night",2.47599834770599,44.05626297494,41.1495152806655,15.0012303681833,8.9113826691137,6.69674214021338,17.6564354540224,7.25085976602857,17010.6076594321,16.8288914621114
"4177",4179,"000000106",11,-73.985652,40.727847,-74.00496,40.746477,1,2.39789527279837,"2013","4",2,"3",13,"Mid-Day",2.63396003244553,42.3907548013989,32.1092428185177,22.5983871928158,3.67374713495975,5.62275279065028,6.70444074950879,5.29246949657704,17014.1061132158,5.91166080581667
"4178",4180,"000000113",7.3,-74.008272,40.71451,-73.996838,40.735762,4,1.98787434815435,"2009","3",30,"2",16,"Evening",2.551999435598,42.2723094517265,30.1191349564782,24.8017340337449,5.8576991694688,8.06433065010081,3.39634991231527,7.49557170921771,17014.7985140852,2.69581822856297
"4179",4181,"0000002",4.5,-73.998082,40.682678,-73.991008,40.68868,1,1.50407739677627,"2012","4",17,"3",18,"Night",0.895092177017598,37.8317284666232,30.3658932792171,29.0410330770348,14.4288042621655,16.3697845967397,6.84997388165587,15.1956911966266,17011.8084731098,6.68724252422681
"4180",4182,"000000112",5.5,-73.976427,40.785527,-73.968197,40.799225,5,1.70474809223843,"2012","10",26,"6",17,"Evening",1.67331881411739,46.9350765629175,41.0468299205878,16.8974353689462,9.96761882322097,7.75392662438841,19.0234071451313,8.87937002149153,17012.637476036,18.3167765707411
"4181",4183,"0000003",4.1,-73.974505,40.752595,-73.977627,40.745204,1,1.41098697371026,"2010","9",26,"1",15,"Evening",0.862895906307335,41.0789976008317,35.9669341834662,18.4613867054591,3.06195559118219,2.78276381565409,10.2217263784845,1.06160369140831,17011.4193137423,9.26453166470805
"4182",4184,"0000001",9.7,-74.003165,40.749008,-73.971333,40.759922,1,2.27212588550934,"2012","3",23,"6",18,"Night",2.94312045909709,43.3983117719452,34.709948178917,19.8446958753926,2.97279690694223,3.04266851716035,10.4634714551807,3.16830922142258,17013.5044472617,9.7666276029508
"4183",4185,"00000098",5.5,-73.972995,40.793317,-73.973818,40.784337,1,1.70474809223843,"2013","6",22,"7",13,"Mid-Day",1.00093142241236,46.4843440301157,40.4567450467059,16.9105492537311,9.16965594995071,6.94417112111746,18.223940760516,8.05964839653328,17012.6681298101,17.5106109062277
"4184",4186,"00000043",18.1,-73.963395,40.75681,-74.015573,40.716048,1,2.89591193827178,"2010","1",27,"4",15,"Evening",6.31432388950755,41.9051045808153,33.0188859042098,21.7511075922546,6.88516092970799,7.2554746128941,6.88085395786666,6.4516493452134,17013.1138404429,6.76891973773435
"4185",4187,"00000083",5.3,-73.985612,40.747648,-73.98071,40.750475,2,1.66770682055808,"2011","2",10,"5",14,"Evening",0.518972121199709,42.0722181694646,34.8651189704762,19.5559410501631,1.7976461190959,2.25906324089631,9.55993519237541,1.28978654410535,17012.5997150851,8.6945785879026
"4186",4188,"0000001",4.5,-73.981017,40.782421,-73.982339,40.771547,1,1.50407739677627,"2014","3",1,"7",20,"Night",1.21424689822918,45.7084280263871,37.8857282218714,18.1789813439286,6.21840270994916,4.06329654858256,15.2659039773544,5.46033906417602,17013.5346475976,14.5791129867812
"4187",4189,"00000035",4.5,-74.00039,40.747727,-73.99327,40.73619,1,1.50407739677627,"2013","1",8,"3",9,"Mid-Day",1.41616751538451,43.1516396096257,32.1714663494351,22.3148352801714,2.25591231372863,4.40683287748736,7.16064254948227,4.31123840341964,17014.5608390436,6.45266527339752
"4188",4190,"000000197",4.5,-73.977067,40.753147,-73.968822,40.756982,3,1.50407739677627,"2013","7",18,"5",23,"Night",0.814955940466851,41.4719691837127,36.9682908007092,17.4959345556699,3.59909286679406,2.3186869106703,11.6334956904418,0.902246346977889,17011.163664419,10.7061067699253
"4189",4191,"000000127",3.3,-73.975488,40.752702,-73.978885,40.748658,1,1.19392246847243,"2010","8",27,"6",18,"Night",0.53299889514508,41.4586224705401,35.9340989151739,18.4892257246315,2.76831155482956,2.31664919387576,10.4204358654712,0.615538487092199,17011.6798989133,9.49502114296625
"4190",4192,"00000015",11.3,-74.00049,40.718272,-73.95683,40.68722,1,2.42480272571829,"2012","1",30,"2",2,"Night",5.04652986077659,36.5305050152165,33.3678344350055,24.9785687776288,11.3148293195463,13.0189012840156,6.79914414858637,11.782537288592,17009.8980430931,5.81615968774636
"4191",4193,"000000121",6,-73.990245,40.757205,-73.98446,40.769242,1,1.79175946922805,"2013","1",1,"3",18,"Night",1.42437252104786,44.5158240685443,35.5606371822857,19.4495841714055,3.00738069606361,1.62380173908401,12.0628037718251,3.14595161084522,17013.8913787905,11.3718822120247
"4192",4194,"0000003",5.5,-73.9841918945312,40.7433929443359,-73.9913330078125,40.7317276000977,2,1.70474809223843,"2015","1",17,"7",12,"Mid-Day",1.42987234380716,41.3554240477673,33.2589671263701,21.2839375727568,3.20200342873907,4.79272260643096,7.02466381755224,3.8091696855868,17012.8751556363,6.07831616631508
"4193",4195,"0000003",6.1,-73.958713,40.78077,-73.951824,40.769601,1,1.80828877117927,"2009","5",27,"4",7,"Morning",1.37073392144146,42.1758569082363,41.5921981737232,13.7716161833756,8.55227740377265,6.33880177362626,17.0427665600009,6.33397752954905,17009.0921496988,16.1142797958027
"4194",4196,"0000002",8.5,-73.98214,40.779031,-73.968814,40.764488,1,2.14006616349627,"2009","10",14,"4",12,"Mid-Day",1.96833063873626,44.1495593951344,38.2548816111566,17.2511574462631,5.90109942702786,3.75812523319461,14.7071563437081,4.44624309354769,17012.2883300491,13.9252074464151
"4195",4197,"0000009",6,-73.942395,40.822327,-73.952607,40.810867,1,1.79175946922805,"2013","12",30,"2",16,"Evening",1.53699110768661,48.3415588462606,47.5564226582306,15.0131235695597,16.60823452665,14.3095538614461,25.6344820215923,15.0693758859464,17009.5633992575,24.8468204535195
"4196",4198,"0000001",8,-74.0065155029297,40.7325210571289,-74.0050506591797,40.7232475280762,1,2.07944154167984,"2015","1",16,"6",9,"Mid-Day",1.03853100662403,42.9629915327734,29.7131914828719,24.9610472840405,5.46956469061113,7.74958686944631,3.6468104265762,7.36562045691367,17015.4483800938,3.05696040329361
"4197",4199,"0000001",30.04,-73.8727264404297,40.7742500305176,-73.9485931396484,40.7756195068359,1,3.40252982689593,"2015","5",15,"6",16,"Evening",6.39022956851597,37.5244922367065,48.4254721517533,6.83113644334794,15.1957645771371,13.2092299581991,22.5598810879102,12.6263233916829,17001.7069979441,21.4836129120046
"4198",4200,"000000152",6.9,-73.989065,40.726842,-74.00525,40.735983,1,1.93152141160321,"2009","1",4,"1",16,"Evening",1.70087783353855,42.0273086358095,31.3451726492208,23.3404107754689,4.55386217370441,6.64215444965768,5.26283641507689,6.05064289159728,17014.1699009277,4.45704380033487
"4199",4201,"0000001",4.5,-73.9935,40.7331,-73.986,40.7408,1,1.50407739677627,"2011","12",2,"6",6,"Morning",1.06413492606158,41.5620190572032,32.8877375706539,21.6309057575062,3.18059592901463,4.96887029003795,6.70607892267061,4.09269614864695,17013.1781844909,5.79273563748361
"4200",4202,"000000174",4,-73.996787,40.757827,-73.99214,40.764222,1,1.38629436111989,"2013","3",27,"4",8,"Morning",0.811686125371295,45.1691306309184,34.2622501266815,20.6883887942097,2.39273541311338,1.82927795925355,11.2119375342498,3.54134289617409,17014.9744468168,10.6156369014029
"4201",4203,"0000003",8.5,-73.988897,40.692324,-73.996921,40.711841,1,2.14006616349627,"2013","4",1,"2",19,"Night",2.27316032711016,38.7136192429129,30.8263455205513,26.4274561966691,10.7889080007142,12.7364912996431,4.45814048267312,11.6231405365236,17012.2293336707,3.68019477240623
"4202",4204,"000000109",13,-73.956798,40.770817,-73.98673,40.729978,1,2.56494935746154,"2014","4",19,"7",19,"Night",5.1941161226758,41.006405988851,36.905908569266,17.9800197274957,6.17204846987277,5.94604109087972,10.9880616416962,5.29887678176786,17010.7720866371,9.97448988153922
"4203",4205,"0000001",6,-73.98555,40.731676,-73.996897,40.723875,1,1.79175946922805,"2014","6",6,"6",6,"Morning",1.29100016846417,40.7810859300501,32.0530332470852,22.800011753656,5.17031931187566,7.04682575471005,5.02111251377951,6.05063957703344,17013.0346851863,3.96554348713475
"4204",4206,"0000001",8.9,-73.978837,40.741052,-74.00613,40.739708,1,2.18605127673809,"2011","8",14,"1",11,"Mid-Day",2.30427480301632,42.3570462679773,32.7079426278701,21.7419335772692,3.224564512486,4.82707091236857,7.35703898869215,4.13564185467974,17013.7752429673,6.62529768670128
"4205",4207,"0000002",13,-73.954062,40.773051,-73.969639,40.762872,1,2.56494935746154,"2013","9",18,"4",14,"Evening",1.73261080475109,41.9055862218165,39.8621374656099,15.0250381421566,6.58367122112699,4.4260434880872,15.0551610109349,4.2843899446967,17009.8747444793,14.1317168812906
"4206",4208,"00000027",8,-73.98217,40.774772,-73.973428,40.764502,1,2.07944154167984,"2014","5",21,"4",13,"Mid-Day",1.3587012816559,44.1382310314325,37.6606875245204,17.6469958315959,5.15198582778659,2.94583917375056,14.0589031296964,3.83996337491741,17012.582566747,13.2891642580917
"4207",4209,"0000002",5.3,-73.97039,40.796985,-73.977939,40.788201,1,1.66770682055808,"2010","5",14,"6",16,"Evening",1.16527874659725,47.1756731028179,40.8082060253378,17.1685121483677,9.90982647939468,7.72573170551497,18.9588094903355,8.9055658137216,17012.9528168957,18.2693015644733
"4208",4210,"000000127",10.5,-73.971337,40.787192,-73.975045,40.763457,6,2.35137525716348,"2013","2",19,"3",18,"Night",2.65761685872986,44.4380055172581,38.9843970677973,16.9285943351433,6.59638543226114,4.3395004116289,15.5127408902447,5.07680224271702,17012.0613634727,14.7240569018798
"4209",4211,"00000081",5.7,-73.964838,40.775438,-73.981493,40.771032,1,1.7404661748405,"2009","10",3,"7",16,"Evening",1.48559269276417,44.0907155102952,38.7043405370227,16.7538504102509,6.16455970248604,3.89146732801667,15.1084332615808,4.80456072214972,17011.9687032035,14.3215896211419
"4210",4212,"00000027",27.7,-73.986302,40.75335,-73.872875,40.774302,2,3.32143241319329,"2011","9",26,"2",6,"Morning",9.83279526290696,38.3336849527475,44.4846193821623,10.4093394346729,11.1668729617172,10.2304773943498,18.7414782461222,9.87879617697036,17004.3671204395,17.7595086945739
"4211",4213,"0000005",11.7,-73.96427,40.760482,-73.99247,40.743345,1,2.45958884180371,"2009","5",14,"5",11,"Mid-Day",3.04528468893675,41.8812022750917,35.862966612881,18.6125233505251,3.49245639353093,3.60088400510622,10.5722116029445,3.04531161727742,17011.9281637111,9.70422535382462
"4212",4214,"0000009",32.33,-73.874522,40.774069,-73.989123,40.735819,1,3.47599559173734,"2013","10",10,"5",19,"Night",10.5484395105657,37.5173161621121,43.4202763719869,11.3703248850854,12.021185061915,12.0527797653015,16.8299032131856,11.0970245846327,17004.3614006237,15.7660649753815
"4213",4215,"0000001",36.33,0,0,0,0,2,3.59264384623311,"2014","9",19,"6",18,"Night",0,17293.4208292288,17361.1197795747,17314.9975129381,17333.5911498632,17332.5607702632,17335.3583980552,17330.9987045611,327.596007390262,17334.2566048011
"4214",4216,"00000097",5.7,-73.971698,40.757997,-73.974172,40.748693,1,1.7404661748405,"2010","1",6,"4",13,"Mid-Day",1.05533737820741,41.2427803871328,36.8312276501384,17.6372208127493,3.64125333977005,2.59458342319998,11.3319890997485,1.26286467166232,17011.089387527,10.3849215484482
"4215",4217,"00000099",12,-73.99331,40.727827,-73.968655,40.751432,1,2.484906649788,"2012","10",11,"5",12,"Mid-Day",3.34725120206802,40.7395360400775,34.5203660254393,20.0896574161573,4.60813237128814,5.13872644022826,8.11049564489368,3.81430034733845,17011.8413066465,7.09966639675307
"4216",4218,"0000005",8,-73.963276,40.758081,-73.979473,40.765511,1,2.07944154167984,"2013","8",26,"2",8,"Morning",1.59482853139654,42.1894865849761,37.8448975529357,16.8774441035554,4.71387565674975,2.71504964848832,13.1112575203846,2.7539617205735,17011.1885979464,12.2290626877738
"4217",4219,"0000002",6.1,-73.989966,40.756234,-73.97824,40.753165,1,1.80828877117927,"2011","3",8,"3",9,"Mid-Day",1.04498962523825,42.924286324735,35.2215896119851,19.3256952111,2.01107309967868,1.36636935496842,10.6151823681992,1.24657966026566,17012.9937164682,9.82069261347621
"4218",4220,"000000229",21.5,-73.984572,40.742097,-73.960657,40.715095,1,3.06805293513362,"2013","1",17,"5",17,"Evening",3.61606004781549,38.1490629640925,35.2919977563912,20.3642718187684,6.0015268250066,7.15730256619088,8.52592291549177,5.74024498639838,17009.9898587539,7.46480233965339
"4219",4221,"00000060",5.3,-73.97563,40.755157,-73.9672,40.764022,1,1.66770682055808,"2011","10",26,"4",20,"Night",1.21483162929577,41.9022759907516,37.6146757731011,16.9832172657289,4.25419864238311,2.51128354556782,12.6013015937267,1.81824658762008,17011.1020981531,11.6956025763433
"4220",4222,"000000129",5.7,-73.974742,40.754373,-73.989775,40.741727,1,1.7404661748405,"2011","4",13,"4",12,"Mid-Day",1.89236082310063,41.8586360100997,34.931256750153,19.510410756904,2.65177412775888,2.95698346806057,9.45633128604778,1.89417773446624,17012.4078370034,8.57473455323328
"4221",4223,"0000003",4.9,-73.956143,40.769636,-73.961507,40.767591,1,1.58923520511658,"2012","3",21,"4",11,"Mid-Day",0.505728545682805,41.5953740842215,40.3815593498462,14.4720943729897,7.08186343015698,4.92480870111777,15.4671881395039,4.70547911827236,17009.4019597195,14.5226285042879
"4222",4224,"00000011",53.3,-74.005345,40.740448,-73.817578,40.739767,1,3.9759363311718,"2012","6",23,"7",2,"Night",15.8195317565554,33.5488154550316,45.9380216233247,18.3150163141975,16.3638413147664,16.9392049540448,19.9328669999888,16.2580964948803,17000.3626323407,19.08675796131
"4223",4225,"00000091",5.7,-73.969415,40.7659,-73.982465,40.75278,1,1.7404661748405,"2012","8",15,"4",6,"Morning",1.82659235247695,42.4861269048007,36.9038313604799,17.7543898356149,3.60366063976387,2.24906835840207,12.1434253162183,2.0511551037388,17011.8399604107,11.2850068069447
"4224",4226,"0000002",8,-74.000812,40.742165,-73.986787,40.765061,1,2.07944154167984,"2013","2",5,"3",22,"Night",2.8066576556482,44.2065460961798,33.6772624206173,21.0624054319482,2.82975973694934,2.98317342407529,9.68288559454541,3.90252640252608,17014.5518928133,9.04376914700587
"4225",4227,"00000076",5,-73.99747,40.721825,-73.98993,40.734385,1,1.6094379124341,"2014","2",9,"1",13,"Mid-Day",1.53433884264135,41.1943874741638,31.6868674132851,23.1425114449615,5.02249751118038,7.00838351617877,4.80151096254962,6.13611947436462,17013.4583843607,3.777448426738
"4226",4228,"000000101",16.1,-74.00721,40.711753,-73.985648,40.755347,3,2.77881927199042,"2010","5",12,"4",13,"Mid-Day",5.17670424869212,42.457986372973,31.836420110326,23.2485121206925,5.30952251429753,5.9614194071856,5.8195445526203,5.97820405959893,17014.1404951836,5.17835114944284
"4227",4229,"000000126",4.5,-73.997867,40.735873,-73.988485,40.731712,2,1.50407739677627,"2011","8",7,"1",14,"Evening",0.915956974634465,41.6956832696237,32.1213625431364,22.4659686997967,3.79918989827177,5.81377784605069,5.86967985992153,5.07582074729906,17013.6116403844,4.98450189538425
"4228",4230,"000000113",25.7,-73.916597,40.780328,-74.004585,40.706938,1,3.24649099190117,"2010","10",28,"5",7,"Morning",11.0245979978221,39.8187938155924,38.4173305780308,17.199825370861,12.2036927660498,12.2481427681304,12.0739086784343,11.5443025818318,17008.6420669437,11.3697703339539
"4229",4231,"0000007",7.5,-74.00525,40.753788,-74.008574,40.747216,1,2.01490302054226,"2012","11",30,"6",10,"Mid-Day",0.782579652221199,45.5940421400704,31.3405263124286,23.2755791576678,2.39240761863114,4.15581118583934,8.47958370971026,5.07814099135859,17016.5892254546,8.08625649664792
"4230",4232,"00000055",13,-74.006525,40.73243,-73.979795,40.748655,6,2.56494935746154,"2012","12",18,"3",12,"Mid-Day",2.88554174647926,42.5392675639613,32.6195047600011,21.8327817222991,3.4577336182465,4.67635882875049,7.16829053227832,3.84429468178482,17013.8943078856,6.47243390309498
"4231",4233,"0000001",4.9,-73.989004,40.730487,-73.991177,40.719543,1,1.58923520511658,"2009","10",12,"2",22,"Night",1.23061746548367,40.3248167621283,32.095964837675,22.9679893777181,5.70330616674145,7.58260046342593,4.87445506500815,6.53305092154935,17012.73064065,3.74689287620477
"4232",4234,"0000002",10.1,-73.953157,40.776161,-73.974595,40.732986,1,2.31253542384721,"2009","11",11,"4",21,"Night",5.12921348851676,40.491390862316,38.5219128135928,16.5707712271339,6.94095507750581,6.31894315856259,12.6647311437157,5.50543065926943,17009.6438900708,11.6233954997818
"4233",4235,"0000002",10,-73.973136,40.755566,-73.988324,40.725927,1,2.30258509299405,"2012","10",10,"4",20,"Night",3.53539162624744,40.8485108941084,34.6985037957687,20.0403965790089,4.56311766228829,4.75021291557566,8.42526516687928,3.58875924059159,17011.846659594,7.39592800104763
"4234",4236,"00000014",5.5,-73.98892,40.736752,-73.982005,40.746692,1,1.70474809223843,"2013","2",17,"1",16,"Evening",1.24941225605056,41.5082316923463,33.9253127727847,20.5391932412876,2.62375681279027,3.86595551578932,7.99116780999252,2.81078273948028,17012.6704160153,7.0705429233923
"4235",4237,"0000001",4.5,-73.99727,40.741721,-74.004173,40.731487,1,1.50407739677627,"2014","5",4,"1",5,"Morning",1.27798309143049,43.1292936502562,31.1225590050705,23.3502782829171,3.32991802390011,5.61367019061712,5.73060325057476,5.36071027430062,17014.9787774538,5.09374632136076
"4236",4238,"00000048",11.7,-73.919443,40.743452,-73.965388,40.768607,1,2.45958884180371,"2010","7",17,"7",7,"Morning",4.77495713689759,37.6674102928773,42.0117496179698,13.2839012728249,9.38096784796695,7.77146743841853,16.0408862507195,7.00228393764246,17006.1549562642,14.9872033129114
"4237",4239,"00000017",4.5,-73.952782,40.786653,-73.953843,40.779,5,1.50407739677627,"2011","12",13,"3",5,"Morning",0.855650759740404,43.1670433029358,42.6670261132785,13.4103068215468,9.87634191134097,7.567691906828,18.597177077182,7.82350270024092,17009.0924577622,17.6985376915914
"4238",4240,"0000007",10.9,-74.004604,40.721383,-73.986586,40.761687,1,2.3887627892351,"2012","6",13,"4",20,"Night",4.73170282354667,43.1661691396248,32.5068624794845,22.4057234961352,4.74243432269184,4.81788057801052,7.11429304463497,5.45240811784044,17014.3393631144,6.35756259746519
"4239",4241,"00000074",3.5,-73.966635,40.767332,-73.966635,40.767332,1,1.25276296849537,"2012","10",1,"2",20,"Night",0,42.3778185575478,39.0742748571929,15.8155400246575,5.86000989834969,3.63182313999598,14.4812199198265,3.70887955150006,17010.6391080072,13.5890655182918
"4240",4242,"00000016",8,-73.963338,40.76917,-73.983525,40.779445,6,2.07944154167984,"2013","7",10,"4",15,"Evening",2.04815918198748,44.2646886552736,38.8225471979717,16.8240412790784,6.59849508037259,4.44779303828905,15.4009936238147,5.19310813824182,17012.0578817022,14.6204608673504
"4241",4243,"000000142",7.5,-73.98088,40.759517,-73.981703,40.758667,2,2.01490302054226,"2013","7",22,"2",16,"Evening",0.117210001810392,43.1260696374481,36.0540821535677,18.6053296628636,2.79507182738842,0.649280640734933,11.6498008170902,1.5832014482439,17012.7143701289,10.8491913670515
"4242",4244,"0000002",7.7,-73.953884,40.766286,-73.963693,40.754545,1,2.04122032885964,"2011","1",30,"1",15,"Evening",1.54498087111475,40.399424093152,39.6384320134753,14.9020315543037,6.30526060183552,4.62133345291098,14.0478656898979,3.63372127014774,17009.0489973595,13.0439921024901
"4243",4245,"000000213",10.5,-73.983075,40.744927,-73.988198,40.765642,1,2.35137525716348,"2011","10",12,"4",19,"Night",2.34347372725891,43.2389155319357,35.1066756625344,19.6677010445259,2.80774692401498,2.35684612553029,10.6593390111304,2.70741881490902,17013.272061084,9.86982824904226
"4244",4246,"0000001",6.5,-73.992151,40.753948,-73.978087,40.752223,1,1.87180217690159,"2013","8",28,"4",21,"Night",1.20008744142095,42.8563668982076,34.917872426584,19.5906661684389,1.70162470275618,1.75865857417719,10.2309164474634,1.35862074772281,17013.0935746258,9.44060155295413
"4245",4247,"0000001",7.3,-73.954745,40.763804,-73.977825,40.773533,1,1.98787434815435,"2009","3",18,"4",11,"Mid-Day",2.22443499208957,42.5334641126928,39.3024281980076,15.7699631069296,6.45370376109321,4.35273902551957,14.9293031563299,4.57578960067037,17010.6376738866,14.0543664540587
"4246",4248,"00000081",9.7,-73.961168,40.80168,-73.982102,40.769473,1,2.27212588550934,"2010","10",30,"7",14,"Evening",3.99145692073025,45.9151792562909,40.3672659529484,16.9239387954187,8.61938620746959,6.36858240951588,17.6695612468049,7.52135678141896,17012.2383182455,16.9311264659332
"4247",4249,"0000002",4.1,-73.982112,40.721073,-73.99224,40.725313,0,1.41098697371026,"2012","2",15,"4",11,"Mid-Day",0.975060515002872,39.6855390471215,32.4634693535022,22.7666539154649,6.20992155169759,7.99653299964553,5.06520033018441,6.83943340232571,17012.1713953796,3.90526810282556
"4248",4250,"00000079",5,-73.976952,40.743387,-73.984407,40.733167,1,1.6094379124341,"2012","9",30,"1",13,"Mid-Day",1.29843855137616,40.4195466624042,34.4365457311235,20.1368773806976,3.66635789744831,4.71847478050399,7.92990523308482,3.29100811149558,17011.7336307149,6.89758763836832
"4249",4251,"00000061",7,-73.966,40.76228,-73.953332,40.76694,1,1.94591014905531,"2013","8",30,"6",13,"Mid-Day",1.18606127143676,41.1126596335467,39.8739145260632,14.781064635963,6.49177942302392,4.47294270725928,14.6806953651544,3.98189845538704,17009.3715945594,13.7171715922042
"4250",4252,"00000012",9.5,-73.962908,40.772632,-73.97127,40.785247,1,2.2512917986065,"2014","5",7,"4",14,"Evening",1.56951336186106,44.183866633486,40.2457392843919,15.7390960971643,7.84658991933626,5.56604818190353,16.719058508628,6.17546024728236,17011.2053031757,15.9012920460307
